feature,importance
complexity_score,284
cx_retry,232
cpu_avg_max,95
cos_hour,86
cpu_spike_mean,35
cpu_avg_mean,29
cpu_max_max,27
first_start_time,21
cx_span,18
cpu_max_mean,11
inst_duration_max,8
cpu_mem_ratio,7
inst_duration_mean,6
cx_dag,5
cx_pressure,4
instance_count,3
local_arrival_density_200,3
submit_hour,3
mem_avg_mean,3
mem_avg_max,3
runtime_span,3
inst_duration_std,2
job_span,2
sin_hour,2
unique_machines,2
parallelism_proxy,2
mem_max_max,1
cx_parallel,1
critical_path_proxy,1
dag_complexity,0
dag_depth,0
fan_in_mean,0
machine_mem_mean,0
machine_mem_max,0
machine_disk_mean,0
machine_cpu_std,0
machine_cpu_mean,0
machine_cpu_max,0
dependency_density,0
fan_in_max,0
max_instances_per_task,0
mean_instances_per_task,0
mem_max_mean,0
mem_spike_mean,0
machine_pressure,0
machine_net_out_mean,0
machine_mem_std,0
machine_net_in_mean,0
plan_mem_max,0
plan_cpu_sum,0
plan_cpu_mean,0
plan_cpu_max,0
prev_runtime_mean_200,0
prev_failure_rate_200,0
plan_mem_mean,0
plan_mem_sum,0
resource_product_sum,0
root_task_ratio,0
task_count,0
submit_day,0
task_duration_max,0
task_duration_mean,0
total_instances,0
unique_task_count,0
