feature,importance
plan_mem_sum,0.07887901178753758
plan_mem_mean,0.06405311825482239
fan_in_mean,0.05923655325548259
root_task_ratio,0.0587594792789805
prev_failure_rate_200,0.05281827265290578
resource_product_sum,0.0519749273883156
complexity_score,0.05123986941876856
cx_dag,0.0400737524438381
dependency_density,0.039343984150130934
total_instances,0.03796447237334327
cx_resource,0.03664396154740175
dag_complexity,0.03535109903799132
max_instances_per_task,0.03390824154689126
plan_mem_max,0.030636678767306073
plan_cpu_sum,0.03060477771348206
cpu_mem_ratio,0.027975998285268575
fan_in_max,0.027159182178927675
critical_path_proxy,0.026583080129393092
mean_instances_per_task,0.024502382639259464
parallelism_proxy,0.023949780658137177
cx_parallel,0.023663764385528988
first_start_time,0.021925393277987353
prev_arrival_gap_200,0.019777069755654558
local_arrival_density_200,0.01748357458235985
cos_hour,0.012458961629426304
dag_depth,0.011735476890217356
submit_day,0.011626599606289624
submit_hour,0.011236403811195715
sin_hour,0.009188173451339174
plan_cpu_mean,0.008061411709022253
unique_task_count,0.007548327726693522
task_count,0.007545341825520823
plan_cpu_max,0.006090877840580748
cx_repetition,0.0
cx_pressure,0.0
machine_pressure,0.0
machine_mem_max,0.0
machine_mem_mean,0.0
machine_net_in_mean,0.0
instance_count,0.0
machine_net_out_mean,0.0
machine_cpu_max,0.0
machine_cpu_mean,0.0
machine_disk_mean,0.0
seq_no_mean,0.0
total_seq_no_mean,0.0
unique_machines,0.0
