feature,importance
plan_mem_sum,0.2257241
complexity_score,0.08357676
prev_failure_rate_200,0.066262655
total_instances,0.05558192
plan_cpu_sum,0.054941475
dag_complexity,0.047178764
critical_path_proxy,0.0371011
cx_dag,0.035230033
fan_in_mean,0.028477786
fan_in_max,0.026415825
resource_product_sum,0.026066976
cx_parallel,0.02214711
plan_mem_mean,0.020730985
root_task_ratio,0.020313965
cpu_mem_ratio,0.02011884
first_start_time,0.01903706
plan_cpu_max,0.018672518
mean_instances_per_task,0.01620074
plan_mem_max,0.015302969
dependency_density,0.014938486
parallelism_proxy,0.013778014
task_count,0.013379392
max_instances_per_task,0.013008612
prev_arrival_gap_200,0.012956757
submit_hour,0.012627478
cx_resource,0.011897552
cos_hour,0.011435747
plan_cpu_mean,0.011412152
local_arrival_density_200,0.011289045
submit_day,0.010422086
dag_depth,0.009632349
sin_hour,0.008651027
unique_task_count,0.0054897843
cx_repetition,0.0
cx_pressure,0.0
machine_pressure,0.0
machine_mem_max,0.0
machine_mem_mean,0.0
machine_net_in_mean,0.0
instance_count,0.0
machine_net_out_mean,0.0
machine_cpu_max,0.0
machine_cpu_mean,0.0
machine_disk_mean,0.0
seq_no_mean,0.0
total_seq_no_mean,0.0
unique_machines,0.0
