feature,importance
plan_cpu_mean,0.10112598
root_task_ratio,0.07179861
total_seq_no_mean,0.053467806
sin_hour,0.051018383
instance_count,0.050337918
plan_mem_sum,0.042407397
prev_failure_rate_200,0.040433288
unique_machines,0.03234451
seq_no_mean,0.028797518
critical_path_proxy,0.026330015
submit_hour,0.025176803
dependency_density,0.023652347
plan_cpu_sum,0.022645468
cx_resource,0.020550067
plan_cpu_max,0.020489555
cpu_mem_ratio,0.019428376
local_arrival_density_200,0.01899388
cx_parallel,0.018374624
parallelism_proxy,0.018170703
machine_net_out_mean,0.017298404
fan_in_mean,0.01715761
machine_pressure,0.017115261
cos_hour,0.016235752
prev_arrival_gap_200,0.01586183
machine_net_in_mean,0.01565905
submit_day,0.01550984
first_start_time,0.014925294
unique_task_count,0.014530262
max_instances_per_task,0.013820547
task_count,0.013607093
machine_mem_max,0.013118048
machine_disk_mean,0.011813637
cx_dag,0.011697173
plan_mem_max,0.011288726
mean_instances_per_task,0.011088001
machine_mem_mean,0.010989799
resource_product_sum,0.010975162
complexity_score,0.009342244
plan_mem_mean,0.00861568
machine_cpu_max,0.008524959
machine_cpu_mean,0.008507343
cx_repetition,0.0075138225
dag_complexity,0.0073236786
cx_pressure,0.0066470215
dag_depth,0.0027080625
fan_in_max,0.0025825207
total_instances,0.0
