feature,importance
total_seq_no_mean,5.952892920435314
seq_no_mean,5.884607620238458
plan_cpu_mean,5.533084751155381
plan_cpu_max,5.3971355144096975
dag_complexity,4.076863813941824
fan_in_mean,1.8034950866077892
critical_path_proxy,1.6204550803717568
cpu_mem_ratio,1.4495878951436714
local_arrival_density_200,1.287868849810419
dependency_density,1.2513961138891787
unique_machines,1.237162641086885
sin_hour,1.1999018922062283
prev_arrival_gap_200,1.0784334598257965
parallelism_proxy,0.8906503972803074
dag_depth,0.8719429612756961
fan_in_max,0.8719429612756961
cx_resource,0.7324662920070542
max_instances_per_task,0.6551838936840816
plan_mem_sum,0.5969963504362922
resource_product_sum,0.5627763483802765
submit_hour,0.5246798643505863
machine_net_in_mean,0.5238995187692587
prev_failure_rate_200,0.4685092668441093
cx_parallel,0.4598896876482942
plan_mem_mean,0.41104368806834146
cx_repetition,0.3590051275842272
cos_hour,0.339732070352654
total_instances,0.3226607693194406
submit_day,0.32013367573340923
machine_net_out_mean,0.30787555978339043
machine_mem_max,0.2499467048528506
mean_instances_per_task,0.24335583763202132
machine_cpu_mean,0.228567246116737
machine_cpu_max,0.22374912702548674
root_task_ratio,0.21328979632786055
unique_task_count,0.20082153107460682
task_count,0.2008215310745924
cx_dag,0.19857920092361192
first_start_time,0.1738622153049405
complexity_score,0.1717860894813555
machine_mem_mean,0.1373955469104551
machine_disk_mean,0.13083542006916554
instance_count,0.1292885242984428
plan_cpu_sum,0.12139917505696546
cx_pressure,0.11464581026624894
plan_mem_max,0.006726418292406886
machine_pressure,0.0017240664421545656
