feature,importance
plan_mem_sum,0.08873355549542096
prev_failure_rate_200,0.0506786710234714
plan_mem_mean,0.05045971010655767
root_task_ratio,0.046976216514005464
total_instances,0.0450998830395004
cx_repetition,0.041420195466639116
mean_instances_per_task,0.03796738918003268
retry_task_ratio,0.037290516782729585
parallelism_proxy,0.034741577705262545
resource_product_sum,0.03424251888903194
complexity_score,0.03400196010679996
cx_resource,0.03363441582940165
dependency_density,0.03208341446798217
cx_dag,0.031385653807815585
cx_parallel,0.030886214402519614
first_start_time,0.03054035062995363
max_instances_per_task,0.028563115699331777
fan_in_mean,0.02635311556133149
plan_cpu_sum,0.026113083398998982
plan_mem_max,0.02319706204277369
local_arrival_density_200,0.02243157939950246
cpu_mem_ratio,0.022371462775600866
prev_arrival_gap_200,0.020390496604719845
fan_in_max,0.020005219607491045
dag_complexity,0.01836777643600281
bottleneck_task_ratio,0.017119176713298448
submit_day,0.014828720488354853
submit_hour,0.012085942477320864
cos_hour,0.011515190943450515
sin_hour,0.009101304100395882
plan_cpu_mean,0.008621622341036583
fan_out_mean,0.0085264790550373
plan_cpu_max,0.007978151705748102
fan_out_max,0.007823562070134644
critical_path_proxy,0.007417904033921721
deep_chain_ratio,0.00712898445593226
dag_depth,0.006231759098177988
task_count,0.0048957595628247004
unique_task_count,0.004585187265309255
dependency_skew,0.003475259463890788
instance_count,0.00013373120137116025
unique_machines,0.00011115388147811946
machine_cpu_max,0.00010317347999178906
cx_pressure,8.712240430062154e-05
machine_disk_mean,5.426357362753473e-05
machine_cpu_mean,4.718788172614716e-05
machine_mem_mean,4.5206982919608804e-05
machine_net_out_mean,4.48667997224899e-05
machine_net_in_mean,3.991509731914626e-05
machine_pressure,3.283776034104615e-05
total_seq_no_mean,1.5436383507406946e-05
seq_no_mean,1.4945805983785072e-05
machine_mem_max,0.0
