feature,importance
first_start_time,1084
prev_failure_rate_200,999
complexity_score,765
prev_arrival_gap_200,763
total_instances,745
local_arrival_density_200,732
bottleneck_task_ratio,534
max_instances_per_task,475
sin_hour,401
cpu_mem_ratio,388
cos_hour,338
cx_resource,319
plan_mem_mean,308
cx_parallel,302
plan_mem_sum,272
submit_hour,253
fan_in_mean,213
mean_instances_per_task,187
cx_dag,142
dependency_density,124
root_task_ratio,124
critical_path_proxy,121
plan_cpu_max,113
plan_mem_max,110
dag_complexity,110
cx_repetition,95
dag_depth,87
dependency_skew,71
resource_product_sum,68
plan_cpu_sum,59
fan_out_mean,58
fan_in_max,50
task_count,24
deep_chain_ratio,19
parallelism_proxy,17
fan_out_max,14
retry_task_ratio,9
submit_day,7
cx_pressure,0
instance_count,0
plan_cpu_mean,0
machine_mem_max,0
machine_mem_mean,0
machine_net_in_mean,0
machine_net_out_mean,0
machine_cpu_max,0
machine_pressure,0
machine_cpu_mean,0
machine_disk_mean,0
seq_no_mean,0
total_seq_no_mean,0
unique_machines,0
unique_task_count,0
