feature,importance
prev_failure_rate_200,3.642050581859186
retry_task_ratio,2.8766642594585177
plan_cpu_sum,2.5840022672535703
plan_cpu_mean,1.8224481454057049
cx_parallel,1.5230648010165921
cx_repetition,1.416544710115224
prev_arrival_gap_200,1.2923226618398767
cx_resource,1.2809318288853844
plan_cpu_max,1.2029085815793508
cpu_mem_ratio,1.1603574655545372
resource_product_sum,0.9577642031331522
unique_machines,0.7542655581046672
plan_mem_max,0.6859612627264776
instance_count,0.6603880653932687
complexity_score,0.624889798669129
total_instances,0.6208474307717196
root_task_ratio,0.5801238087798493
fan_in_max,0.5650066110497288
task_count,0.5401889389046167
unique_task_count,0.5401889389046084
plan_mem_sum,0.5088104716350121
mean_instances_per_task,0.49755258580706346
parallelism_proxy,0.4865359012424737
dag_complexity,0.4416212967379496
bottleneck_task_ratio,0.4226688230673615
deep_chain_ratio,0.3527597684714726
plan_mem_mean,0.3485843536688379
critical_path_proxy,0.33696922870292684
max_instances_per_task,0.3342475525637678
dag_depth,0.29611403375342304
fan_in_mean,0.2247053734976034
dependency_density,0.1983464876446272
first_start_time,0.14295640825633732
fan_out_max,0.13371102213229347
submit_day,0.1134756560863866
total_seq_no_mean,0.0858717166152503
seq_no_mean,0.08449960086344917
dependency_skew,0.07585323207575834
machine_net_out_mean,0.059295823607117645
cos_hour,0.04928079493797488
cx_pressure,0.04429239285834283
machine_cpu_mean,0.041302900497338695
sin_hour,0.03976376284554742
machine_cpu_max,0.03432429492126431
cx_dag,0.02738870814785797
machine_mem_mean,0.023408025070009723
fan_out_mean,0.022800045094552093
machine_pressure,0.02250687931247179
submit_hour,0.012344913374863525
local_arrival_density_200,0.00867659801805757
machine_net_in_mean,0.008185952854747188
machine_disk_mean,0.0008981530481682412
machine_mem_max,0.0
