feature,importance
plan_mem_sum,0.09648142384774323
prev_failure_rate_200,0.050409681922334894
total_instances,0.04817964508623373
plan_mem_mean,0.044985788041204414
retry_task_ratio,0.04296596072524301
root_task_ratio,0.04173270700476394
cx_repetition,0.03882872910244891
resource_product_sum,0.03638541256552706
cx_dag,0.03604197186261556
mean_instances_per_task,0.03507709451010631
dependency_density,0.03363114929553997
parallelism_proxy,0.03331345056003163
complexity_score,0.03275182384810261
cx_parallel,0.03253896642567903
cx_resource,0.030376937953735497
first_start_time,0.029653612479033805
max_instances_per_task,0.02830421177729632
fan_in_mean,0.02451451680913138
plan_mem_max,0.023653671001568326
local_arrival_density_200,0.023176510293968146
cpu_mem_ratio,0.02157829769307433
prev_arrival_gap_200,0.021265109189458144
plan_cpu_sum,0.021194892037246345
dag_complexity,0.019699596134509136
fan_in_max,0.01893194320060131
submit_day,0.016460300769740904
bottleneck_task_ratio,0.01578480935806052
submit_hour,0.011614733438979345
cos_hour,0.01088546876174102
critical_path_proxy,0.010463694897747004
sin_hour,0.008965765068792854
plan_cpu_mean,0.008963625651546998
fan_out_mean,0.0082699841355239
plan_cpu_max,0.007354901696153296
deep_chain_ratio,0.007214149598118081
fan_out_max,0.006959210804459217
dag_depth,0.006694014159317454
unique_task_count,0.005354377188170283
task_count,0.004979475546999499
dependency_skew,0.0036308457913755677
unique_machines,0.00012475003332018537
machine_net_out_mean,0.00010010314575344131
instance_count,7.865058634971278e-05
cx_pressure,7.562599263087413e-05
machine_cpu_max,7.371646837818286e-05
machine_net_in_mean,7.308653474872787e-05
machine_disk_mean,6.099062670658104e-05
machine_cpu_mean,4.278401118688008e-05
machine_mem_mean,3.575870317873434e-05
machine_pressure,3.026303035172824e-05
seq_no_mean,1.921864648555703e-05
total_seq_no_mean,1.6591986986468202e-05
machine_mem_max,0.0
