feature,importance
plan_mem_sum,0.30124626
total_instances,0.093754694
dag_complexity,0.07028125
cx_repetition,0.060725097
mean_instances_per_task,0.04413243
cx_dag,0.0427572
prev_failure_rate_200,0.042574987
plan_cpu_sum,0.03339444
root_task_ratio,0.029794052
cx_resource,0.020076549
plan_mem_mean,0.018814582
plan_cpu_max,0.018256629
critical_path_proxy,0.017351348
complexity_score,0.017077189
parallelism_proxy,0.015245891
retry_task_ratio,0.013647751
plan_mem_max,0.011889147
local_arrival_density_200,0.011648065
bottleneck_task_ratio,0.009963223
first_start_time,0.007831901
plan_cpu_mean,0.0074232565
max_instances_per_task,0.0071413624
cpu_mem_ratio,0.0069877063
deep_chain_ratio,0.0064931996
cos_hour,0.0062503964
resource_product_sum,0.0058969944
prev_arrival_gap_200,0.0056579118
dependency_density,0.0056362306
submit_day,0.005170543
cx_pressure,0.0051507754
task_count,0.0047922684
fan_out_mean,0.004740038
sin_hour,0.0047128927
submit_hour,0.0045655537
fan_in_max,0.0043913377
cx_parallel,0.004268142
fan_out_max,0.003836214
unique_task_count,0.0038321554
instance_count,0.0037493536
dependency_skew,0.0036742736
fan_in_mean,0.003542514
dag_depth,0.0032251356
unique_machines,0.0027792885
seq_no_mean,0.0020986705
machine_pressure,0.0009420511
machine_cpu_max,0.0009340048
machine_net_in_mean,0.0007179149
machine_disk_mean,0.0004905919
machine_cpu_mean,0.0002580951
machine_mem_mean,0.00017842813
machine_net_out_mean,0.0
machine_mem_max,0.0
total_seq_no_mean,0.0
