feature,importance
prev_failure_rate_200,3.7783456448854382
plan_cpu_sum,3.4449148349385252
retry_task_ratio,3.178022045790589
dag_complexity,2.6363437912786534
plan_cpu_mean,2.3772564157775364
dependency_density,1.775647180999703
cx_parallel,1.7381957138352462
cx_resource,1.6496759541091808
cx_repetition,1.568682592369401
plan_cpu_max,1.4314867181270117
fan_in_max,1.3239504404692588
fan_in_mean,1.276171309551873
root_task_ratio,1.2722073342669225
plan_mem_sum,0.9866471494324499
complexity_score,0.9311317845345211
fan_out_max,0.9096192627093813
deep_chain_ratio,0.8396409188630845
task_count,0.8036303934258261
unique_task_count,0.8036303934258242
cpu_mem_ratio,0.7703761624113878
critical_path_proxy,0.6000205118778278
total_instances,0.5854498688427348
seq_no_mean,0.49330695268543245
total_seq_no_mean,0.49252927014276043
plan_mem_mean,0.4921110326418225
bottleneck_task_ratio,0.48443121865269023
plan_mem_max,0.4724139387036179
first_start_time,0.39398511383632495
cx_dag,0.3424074937199822
submit_day,0.29273091537886026
mean_instances_per_task,0.2173545060917279
parallelism_proxy,0.21521164290384578
fan_out_mean,0.1954311115346888
dag_depth,0.17112157197823913
prev_arrival_gap_200,0.15735715088449997
resource_product_sum,0.11365578997356428
dependency_skew,0.1004757982651332
submit_hour,0.09360267884572837
cos_hour,0.09259599509399259
local_arrival_density_200,0.08837758283960451
sin_hour,0.0760074619283385
cx_pressure,0.07199820034603928
max_instances_per_task,0.06327014063710484
unique_machines,0.050114787487284464
machine_cpu_mean,0.03943841607319718
instance_count,0.029492841419908006
machine_cpu_max,0.02904246472873789
machine_pressure,0.025874491151286566
machine_mem_mean,0.017756784685172014
machine_net_in_mean,0.010693426633931502
machine_disk_mean,0.003917916193686477
machine_net_out_mean,0.000135824286110814
machine_mem_max,0.0
