feature,importance
plan_mem_sum,0.33269864
total_instances,0.080884986
mean_instances_per_task,0.06135907
dag_complexity,0.04550415
prev_failure_rate_200,0.036407568
complexity_score,0.03227371
fan_in_mean,0.027456114
plan_mem_max,0.02591067
cx_repetition,0.02493993
cx_resource,0.02375248
plan_cpu_sum,0.023299852
plan_mem_mean,0.022342203
cx_dag,0.020916099
local_arrival_density_200,0.017409077
resource_product_sum,0.017094567
critical_path_proxy,0.0135115925
root_task_ratio,0.013019813
plan_cpu_max,0.012217663
bottleneck_task_ratio,0.0114264125
cpu_mem_ratio,0.009238502
fan_out_max,0.009176344
plan_cpu_mean,0.009052533
cx_parallel,0.008830905
cos_hour,0.008791497
submit_hour,0.008642409
prev_arrival_gap_200,0.008411446
fan_out_mean,0.007454265
retry_task_ratio,0.007062331
max_instances_per_task,0.0067270487
first_start_time,0.0065382984
dag_depth,0.0063811545
sin_hour,0.006257951
unique_task_count,0.005987959
task_count,0.005816756
machine_net_in_mean,0.005746559
dependency_skew,0.005479314
deep_chain_ratio,0.0053883027
submit_day,0.004934969
fan_in_max,0.0043284064
dependency_density,0.0039371857
parallelism_proxy,0.0035627508
cx_pressure,0.0032522879
machine_cpu_max,0.0029388212
instance_count,0.0027389727
machine_net_out_mean,0.00089851365
machine_pressure,0.0
machine_cpu_mean,0.0
machine_mem_mean,0.0
machine_mem_max,0.0
machine_disk_mean,0.0
seq_no_mean,0.0
total_seq_no_mean,0.0
unique_machines,0.0
