feature,importance
prev_failure_rate_200,3.7728959929920545
retry_task_ratio,2.46928966290143
plan_cpu_sum,2.320295582805818
cx_parallel,1.4846258824802119
plan_cpu_mean,1.2858319715256445
cx_resource,1.1602281857382561
cx_repetition,1.1579779180338468
total_instances,1.0972061516418217
prev_arrival_gap_200,1.077203824671497
cpu_mem_ratio,1.0624689751811127
plan_cpu_max,0.7868167238279334
resource_product_sum,0.6044069436039913
fan_in_mean,0.5696271844920381
plan_mem_max,0.5453221529368366
plan_mem_sum,0.515243087853836
dag_complexity,0.501281910661601
root_task_ratio,0.47565220261160246
unique_task_count,0.45795143628418195
task_count,0.4579514362841817
complexity_score,0.45415481930909635
cx_pressure,0.4182649506083885
parallelism_proxy,0.3959718729640923
deep_chain_ratio,0.39463508264910974
bottleneck_task_ratio,0.35139467116903383
fan_in_max,0.3321814445192273
mean_instances_per_task,0.3239506329762558
unique_machines,0.30965273878924027
critical_path_proxy,0.294673496158257
instance_count,0.2904350335901945
dag_depth,0.2846326793688788
fan_out_max,0.26128210751371206
max_instances_per_task,0.1984289080799979
plan_mem_mean,0.19375642787469294
machine_net_out_mean,0.1921673404890795
first_start_time,0.182328212560406
submit_day,0.17457171138947464
fan_out_mean,0.14386129864761446
machine_mem_mean,0.14198795474439915
dependency_skew,0.13101239919088783
machine_cpu_max,0.12414194993044429
submit_hour,0.09361820994968394
cos_hour,0.07717964381279861
cx_dag,0.07289724981339085
machine_disk_mean,0.06504554417774142
machine_net_in_mean,0.06368525500471836
machine_pressure,0.062210229988210124
local_arrival_density_200,0.05425998065406164
sin_hour,0.04295372733381456
total_seq_no_mean,0.030873527022420178
seq_no_mean,0.030873527022418076
machine_cpu_mean,0.023314912505805103
dependency_density,0.004549272992183602
machine_mem_max,0.0
