feature,importance
prev_failure_rate_200,3.5368140192947988
retry_task_ratio,3.4744805475184806
plan_cpu_sum,2.8064781268628245
plan_cpu_mean,2.640921213551975
dag_complexity,2.2421870721340316
cx_parallel,1.8846466103638642
cx_repetition,1.7639788621964285
cx_resource,1.715765004843533
plan_cpu_max,1.5154691503615003
root_task_ratio,1.2626606499420285
fan_in_max,1.1513608226064453
complexity_score,1.0135596848406616
task_count,0.8008481151648456
unique_task_count,0.8008481151648339
deep_chain_ratio,0.7113257115555848
cpu_mem_ratio,0.6965726152319028
dependency_density,0.6235646661487391
bottleneck_task_ratio,0.49901953859596904
fan_in_mean,0.489468427904973
plan_mem_max,0.4826796877283755
resource_product_sum,0.4672803184062905
plan_mem_mean,0.44926915671429307
fan_out_max,0.4490160390928637
total_instances,0.43918910174429066
cx_dag,0.40806061152164197
seq_no_mean,0.3983538061246181
plan_mem_sum,0.3926130709257317
total_seq_no_mean,0.3785957770027661
first_start_time,0.3514871696071889
dag_depth,0.30098361091102793
submit_day,0.28812324521851645
mean_instances_per_task,0.19258101378624534
parallelism_proxy,0.1635146133863546
dependency_skew,0.14899751024910496
critical_path_proxy,0.1438536766962544
fan_out_mean,0.13455699341107447
prev_arrival_gap_200,0.13001997850655156
instance_count,0.10225037535227784
machine_cpu_max,0.09980429615484226
cx_pressure,0.08156707054489477
cos_hour,0.07657616718386681
unique_machines,0.07636060723412723
max_instances_per_task,0.05951694809521213
machine_cpu_mean,0.05268139711997508
sin_hour,0.05035980108676075
machine_net_in_mean,0.047983181943715425
submit_hour,0.04758667333307422
machine_net_out_mean,0.039206029847018
machine_pressure,0.03323253457089447
local_arrival_density_200,0.03097592086140349
machine_mem_mean,0.02239443307238086
machine_disk_mean,0.022159133293552055
machine_mem_max,0.0
