job_name,instance_count,label_failed_instance_count,first_start_time,primary_machine_id,unique_machines,seq_no_mean,total_seq_no_mean,job_failure,task_count,unique_task_count,total_instances,max_instances_per_task,mean_instances_per_task,dag_depth,fan_in_mean,fan_in_max,root_task_ratio,plan_cpu_mean,plan_cpu_max,plan_cpu_sum,plan_mem_mean,plan_mem_max,plan_mem_sum,resource_product_sum,task_start_min,parallelism_proxy,dependency_density,cpu_mem_ratio,critical_path_proxy,dag_complexity,machine_cpu_mean,machine_cpu_max,machine_mem_mean,machine_mem_max,machine_net_in_mean,machine_net_out_mean,machine_disk_mean,machine_pressure,machine_id_x,machine_id_y,time_stamp,submit_hour,submit_day,sin_hour,cos_hour,prev_failure_rate_200,prev_arrival_gap_200,local_arrival_density_200,cx_dag,cx_pressure,cx_repetition,cx_parallel,cx_resource,complexity_score
j_1886716,5,0,86568,m_2499,5,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_474225,2,0,86816,m_2885,2,1.0,1.0,0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,0.0,20.0,30.0,40.0,0.05,0.05,0.1,2.0,86813.0,0.75,0.75,399.99999200000013,2.772588722239781,9.772588722239782,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.5850268733783838,0.0,0.00235434455047531,0.0034844500608455747,0.005345663998275103,0.17718573080495453
j_2091052,167,0,86954,m_1025,150,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_82634,452,0,87131,m_1129,419,1.0,1.0,0,30.0,30.0,452.0,143.0,15.066666666666666,5.0,1.0,4.0,0.3333333333333333,50.0,50.0,1500.0,0.2906666666666667,0.59,8.72,436.0,87128.0,14.580645161290322,0.03225806451612903,172.01834803204693,24.849066497880003,18.54987932996818,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.9999999999401359,0.0,0.3547212456049467,0.06774070655923439,0.9999999999973272,0.513369292806267
j_1498970,1,0,87311,m_2845,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_1357251,1,0,87322,m_816,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_1587058,3,0,87344,m_2938,3,1.0,1.0,0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,0.0,15.0,30.0,45.0,0.043333333333333335,0.05,0.13,2.15,87011.0,0.75,0.75,346.15383816568067,2.772588722239781,9.772588722239782,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.5850268733783838,0.0,0.00235434455047531,0.0034844500608455747,0.005746588798145736,0.17724586952493512
j_105527,88,0,87357,m_1303,77,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_1410110,3,0,87403,m_1242,3,1.0,1.0,0,3.0,3.0,3.0,1.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333,100.0,100.0,300.0,0.3933333333333333,0.49,1.18,118.0,87403.0,0.75,0.16666666666666666,254.23728748922724,1.3862943611198906,5.772588722239782,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.34557061874361333,0.0,0.00235434455047531,0.0034844500608455747,0.3153941758982311,0.1518561311995168
j_2506138,3,0,87575,m_3213,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_2420514,1,0,87598,m_1863,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_256626,3,0,87769,m_1260,3,1.0,1.0,0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,0.0,15.0,30.0,45.0,0.043333333333333335,0.05,0.13,2.15,87767.0,0.75,0.75,346.15383816568067,2.772588722239781,9.772588722239782,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.5850268733783838,0.0,0.00235434455047531,0.0034844500608455747,0.005746588798145736,0.17724586952493512
j_2335735,8,0,88073,m_1095,8,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_186871,3,0,88128,,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,27.2,51.0,86.8,92.0,37.662,28.625999999999998,2.4,0.38800000000000007,m_2183,m_2183,88050.0,0.0,1.0,0.0,1.0,,,,0.0,0.7256247122736715,0.0,0.0,0.0,0.18140617806841788
j_231055,73,0,88133,m_1320,70,1.0,1.0,0,5.0,5.0,73.0,27.0,14.6,3.0,0.6,2.0,0.6,50.0,50.0,250.0,0.41200000000000003,0.49,2.06,103.0,88133.0,12.166666666666666,0.09999999999999999,121.35922300640964,9.996613530525611,11.095824562432226,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.6642411479511279,0.0,0.057289050728232545,0.05652552320927265,0.2753016959111678,0.25763978486263933
j_538847,5,0,88216,m_1062,5,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_1120527,4,0,88256,m_1733,4,1.0,1.0,0,4.0,4.0,4.0,1.0,1.0,2.0,0.75,1.0,0.25,50.0,50.0,200.0,0.2,0.2,0.8,40.0,88253.0,0.8,0.15,249.99999875,1.3862943611198906,6.218875824868201,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.3722871782654145,0.0,0.0031391260673004134,0.003716746731568613,0.10691327996550205,0.12875152639428
j_766592,57,0,88275,m_176,53,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_519559,24,0,88442,m_759,23,1.0,1.0,0,4.0,4.0,24.0,21.0,6.0,3.0,0.75,2.0,0.5,50.0,50.0,200.0,0.2975,0.59,1.19,59.5,88442.0,4.8,0.15,168.06722632582444,9.273127360074948,9.8283137373023,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.588362799227468,0.0,0.01883475640380248,0.022300480389411678,0.15903350394868432,0.2065341508795252
j_591305,10,0,88468,m_1673,10,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
j_212306,1,0,88523,m_1866,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
j_181726,2,0,88676,,2,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,33.4,55.0,79.1,82.0,29.955000000000002,21.015,4.2,0.389,m_2322,m_2322,88660.0,0.0,1.0,0.0,1.0,0.0,97.75,0.010230179028132993,0.0,0.7274948790578819,0.0,0.0,0.0,0.18187371976447048
j_1501569,1,0,88808,m_3465,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,100.38095238095238,0.009962049335863378,0.0,0.0,0.0,0.0,0.0,0.0
j_1128241,384,0,88819,m_1068,357,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,101.81818181818181,0.009821428571428571,0.0,0.0,0.0,0.0,0.0,0.0
j_698867,15,0,88928,m_119,10,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,97.8695652173913,0.010217681030653044,0.0,0.0,0.0,0.0,0.0,0.0
j_1757734,3,0,89216,m_1455,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,98.33333333333333,0.01016949152542373,0.0,0.0,0.0,0.0,0.0,0.0
j_454499,17,0,89257,m_101,17,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,105.92,0.00944108761329305,0.0,0.0,0.0,0.0,0.0,0.0
j_760527,428,0,89342,m_1065,373,1.0,1.0,0,11.0,11.0,428.0,366.0,38.90909090909091,4.0,0.9090909090909091,3.0,0.36363636363636365,50.0,50.0,550.0,0.21727272727272728,0.39,2.39,119.5,89342.0,35.666666666666664,0.07575757575757576,230.12552195339717,23.621447392218283,15.546363568716018,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,103.42307692307692,0.009669021941242098,0.9306684983387954,0.0,0.3358864892011442,0.16570495844910063,0.3194034238969374,0.4023497802337159
j_817330,3,0,89497,,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,31.1,46.0,91.65,95.0,40.215999999999994,31.2765,7.2,0.4331666666666667,m_1962,m_1962,89030.0,0.0,1.0,0.0,1.0,0.0,102.74074074074075,0.00973323720259553,0.0,0.8100939120271787,0.0,0.0,0.0,0.20252347800679468
j_1299251,6,0,89506,m_1015,6,1.0,1.0,0,1.0,1.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,100.0,100.0,100.0,0.1,0.1,0.1,10.0,89504.0,3.0,0.0,999.99999,1.9459101490553132,3.6390573296152584,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,104.60714285714286,0.009559576647319904,0.2178487596377198,0.0,0.00470868910095062,0.013937800243382299,0.026728319991375513,0.07216084929167219
j_454366,50,0,89653,m_3266,19,1.0,1.0,0,5.0,5.0,50.0,33.0,10.0,3.0,0.8,2.0,0.4,100.0,100.0,500.0,0.45199999999999996,0.59,2.26,226.0,89647.0,8.333333333333334,0.13333333333333333,221.23893756363069,10.579081573848484,10.72358510195238,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,101.3103448275862,0.009870660313138189,0.6419573811926851,0.0,0.03923907584125517,0.03871611178717305,0.6040600318050866,0.2948894972728327
j_1288107,136,0,89692,,131,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,23.85,36.0,88.35,97.0,33.930499999999995,25.012,3.05,0.3841666666666666,m_2055,m_2055,89600.0,0.0,1.0,0.0,1.0,0.0,102.83333333333333,0.009724473257698542,0.0,0.7184557396008644,0.0,0.0,0.0,0.1796139349002161
j_2371423,3,0,89738,m_187,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,100.7741935483871,0.009923175416133162,0.0,0.0,0.0,0.0,0.0,0.0
j_744748,16,0,89763,m_431,15,1.0,1.0,0,12.0,12.0,16.0,5.0,1.3333333333333333,5.0,0.9166666666666666,4.0,0.4166666666666667,100.0,100.0,1200.0,0.36166666666666664,0.49,4.34,434.0,89761.0,1.2307692307692308,0.07051282051282051,276.4976950880248,8.958797346140274,14.398162701517753,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,99.0625,0.010094637223974764,0.8619325285318724,0.0,0.012556504269201654,0.005718071894720943,0.9999999999973272,0.41132094498374927
j_1243638,2,0,89871,m_1573,2,1.0,1.0,0,2.0,2.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,100.0,100.0,200.0,0.44,0.49,0.88,88.0,89871.0,0.6666666666666666,0.16666666666666666,227.27272675619832,1.3862943611198906,5.19722457733622,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,96.81818181818181,0.010328638497652583,0.3111269829461773,0.0,0.0015695630336502067,0.0030972889429738437,0.23520921592410454,0.12931950506896248
j_719471,531,0,89979,m_3289,272,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,97.1470588235294,0.010293672419013019,0.0,0.0,0.0,0.0,0.0,0.0
j_1481593,2,0,89995,m_3551,2,1.0,1.0,0,2.0,2.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,100.0,100.0,200.0,0.345,0.39,0.69,69.0,89995.0,0.6666666666666666,0.16666666666666666,289.85507162360847,1.3862943611198906,5.19722457733622,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,97.45714285714286,0.010260920551158018,0.3111269829461773,0.0,0.0015695630336502067,0.0030972889429738437,0.18442540794049106,0.12170193387142045
j_2224761,256,0,90049,m_1295,254,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,95.19444444444444,0.01050481470674059,0.0,0.0,0.0,0.0,0.0,0.0
j_950750,1,0,90315,m_3523,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,94.08108108108108,0.010629129560471129,0.0,0.0,0.0,0.0,0.0,0.0
j_499568,29,0,90672,m_1335,24,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,98.60526315789474,0.010141446490525754,0.0,0.0,0.0,0.0,0.0,0.0
j_522658,1,0,90704,m_2684,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,105.23076923076923,0.009502923976608188,0.0,0.0,0.0,0.0,0.0,0.0
j_1741743,1,0,90902,m_1480,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,103.4,0.00967117988394584,0.0,0.0,0.0,0.0,0.0,0.0
j_997634,1,0,90936,m_2925,1,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,50.0,50.0,0.3,0.3,0.3,15.0,90933.0,0.5,0.0,166.6666661111111,0.6931471805599453,2.386294361119891,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,105.70731707317073,0.009460083064143978,0.14285327754246036,0.0,0.0007847815168251034,0.002322966707230383,0.04009247998706327,0.04933601749440592
j_1833067,2,0,90953,,2,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,39.15,61.0,93.0,97.0,39.599000000000004,32.831,3.8,0.45316666666666666,m_2262,m_2262,88460.0,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,104.0,0.009615384615384616,0.0,0.8474972477113886,0.0,0.0,0.0,0.21187431192784714
j_1986850,7,0,90998,m_1550,7,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,101.97674418604652,0.009806157354618015,0.0,0.0,0.0,0.0,0.0,0.0
j_2374925,83,0,91058,m_1600,74,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,100.68181818181819,0.009932279909706545,0.0,0.0,0.0,0.0,0.0,0.0
j_2259158,3,0,91251,m_1769,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,99.77777777777777,0.01002227171492205,0.0,0.0,0.0,0.0,0.0,0.0
j_936728,3,0,91579,m_1008,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,101.80434782608695,0.009822763185991885,0.0,0.0,0.0,0.0,0.0,0.0
j_2341085,3,0,91778,m_2385,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,106.61702127659575,0.009379365396128516,0.0,0.0,0.0,0.0,0.0,0.0
j_2276538,1,0,91991,m_827,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,108.54166666666667,0.009213051823416507,0.0,0.0,0.0,0.0,0.0,0.0
j_1913812,15,0,92313,m_1650,15,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,110.6734693877551,0.00903558915729301,0.0,0.0,0.0,0.0,0.0,0.0
j_1785584,1,0,92641,m_795,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,114.9,0.008703220191470844,0.0,0.0,0.0,0.0,0.0,0.0
j_226824,3,0,92673,m_1364,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,119.07843137254902,0.008397826444920138,0.0,0.0,0.0,0.0,0.0,0.0
j_2296210,4,0,92950,m_2496,4,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,117.40384615384616,0.008517608517608518,0.0,0.0,0.0,0.0,0.0,0.0
j_219730,1,0,93052,m_1358,1,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,50.0,50.0,0.2,0.2,0.2,10.0,93050.0,0.5,0.0,249.99999875,0.6931471805599453,2.386294361119891,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,120.41509433962264,0.008304606706361642,0.14285327754246036,0.0,0.0007847815168251034,0.002322966707230383,0.026728319991375513,0.047331393495052755
j_2509118,33,32,93118,m_1067,33,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.0,120.07407407407408,0.008328192473781616,0.0,0.0,0.0,0.0,0.0,0.0
j_778386,4,0,93280,m_1117,4,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.017857142857142856,119.0909090909091,0.008396946564885497,0.0,0.0,0.0,0.0,0.0,0.0
j_150174,12,0,93295,m_2697,10,1.0,1.0,0,1.0,1.0,12.0,12.0,12.0,1.0,0.0,0.0,1.0,100.0,100.0,100.0,0.1,0.1,0.1,10.0,93292.0,6.0,0.0,999.99999,2.5649493574615367,4.258096538021482,,,,,,,,,,,,1.0,1.0,0.25881904510252074,0.9659258262890683,0.017543859649122806,119.85714285714286,0.00834326579261025,0.2549069622169766,0.0,0.00941737820190124,0.027875600486764598,0.026728319991375513,0.0860752834670992
j_2245210,155,0,93302,,142,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,34.25,47.0,93.25,97.0,37.531000000000006,29.502499999999998,5.6,0.44366666666666665,m_2018,m_2018,88290.0,1.0,1.0,0.25881904510252074,0.9659258262890683,0.017241379310344827,118.01754385964912,0.008473316485803479,0.0,0.8297306632613888,0.0,0.0,0.0,0.2074326658153472
j_72934,4,0,93663,m_1009,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.01694915254237288,116.10344827586206,0.008613008613008613,0.0,0.0,0.0,0.0,0.0,0.0
j_434936,1,0,93756,m_855,1,1.0,1.0,0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,0.0,10.0,10.0,10.0,0.05,0.05,0.05,0.5,0.0,0.25,0.75,199.99999600000007,2.772588722239781,9.079441541679836,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.016666666666666666,120.2542372881356,0.008315715292459478,0.5435322664364999,0.0,0.0007847815168251034,0.0011614833536151914,0.0013364159995687757,0.16355208206145133
j_431792,417,0,93914,m_244,383,1.0,1.0,0,10.0,10.0,417.0,213.0,41.7,6.0,0.9,5.0,0.5,50.0,50.0,500.0,0.35300000000000004,0.49,3.5300000000000002,176.5,93914.0,37.90909090909091,0.08181818181818182,141.64305908882983,32.19585609013111,19.433376705323127,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.01639344262295082,119.8,0.008347245409015025,0.9999999999401359,0.0,0.32725389251606807,0.1761231121663763,0.4717548478477778,0.44626977786157407
j_1747748,3,0,94288,m_1342,3,1.0,1.0,0,2.0,2.0,3.0,2.0,1.5,2.0,0.5,1.0,0.5,50.0,50.0,100.0,0.2,0.2,0.4,20.0,94288.0,1.0,0.16666666666666666,249.99999875,2.1972245773362196,5.484906649788,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.016129032258064516,120.42622950819673,0.008303838823849713,0.32834880084489526,0.0,0.00235434455047531,0.004645933414460766,0.05345663998275103,0.10757317794562164
j_253982,1,0,94329,m_3533,1,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,100.0,100.0,0.1,0.1,0.1,10.0,94327.0,0.5,0.0,999.99999,0.6931471805599453,2.386294361119891,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.015873015873015872,124.51612903225806,0.008031088082901554,0.14285327754246036,0.0,0.0007847815168251034,0.002322966707230383,0.026728319991375513,0.047331393495052755
j_2054823,4,0,94346,m_174,4,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.015625,123.19047619047619,0.008117510630073444,0.0,0.0,0.0,0.0,0.0,0.0
j_1055665,25,0,94510,m_1346,24,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.015384615384615385,121.53125,0.008228336333247621,0.0,0.0,0.0,0.0,0.0,0.0
j_2459702,25,0,94513,m_3155,23,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.015151515151515152,122.18461538461538,0.008184336439184085,0.0,0.0,0.0,0.0,0.0,0.0
j_2083190,2,0,94546,m_2794,2,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.014925373134328358,120.37878787878788,0.008307111390811832,0.0,0.0,0.0,0.0,0.0,0.0
j_2080746,4,0,94582,m_2946,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.014705882352941176,119.07462686567165,0.008398094760591626,0.0,0.0,0.0,0.0,0.0,0.0
j_200738,252,0,94800,m_1456,237,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.014492753623188406,117.8529411764706,0.008485150985774894,0.0,0.0,0.0,0.0,0.0,0.0
j_604051,3,0,94800,m_2735,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.014285714285714285,119.30434782608695,0.008381924198250729,0.0,0.0,0.0,0.0,0.0,0.0
j_2175403,20,0,94809,m_3670,17,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.014084507042253521,117.6,0.008503401360544218,0.0,0.0,0.0,0.0,0.0,0.0
j_1862814,1374,0,94837,m_14,1057,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.013888888888888888,116.07042253521126,0.008615459288921247,0.0,0.0,0.0,0.0,0.0,0.0
j_1256661,2,0,94863,m_1066,2,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.0136986301369863,114.84722222222223,0.008707219736364735,0.0,0.0,0.0,0.0,0.0,0.0
j_2498934,1,0,95086,m_3809,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.013513513513513514,113.63013698630137,0.008800482218203738,0.0,0.0,0.0,0.0,0.0,0.0
j_542839,17,0,95209,m_1039,15,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.013333333333333334,115.10810810810811,0.008687485325193707,0.0,0.0,0.0,0.0,0.0,0.0
j_1034349,50,0,95346,m_1244,47,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.013157894736842105,115.21333333333334,0.008679550977896076,0.0,0.0,0.0,0.0,0.0,0.0
j_2045506,331,0,95410,m_3772,322,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.012987012987012988,115.5,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0
j_1093312,447,0,95621,m_1264,433,1.0,1.0,0,5.0,5.0,447.0,228.0,89.4,3.0,1.2,2.0,0.4,50.0,50.0,250.0,0.298,0.59,1.49,74.5,95694.0,74.5,0.19999999999999998,167.78523433629115,16.30116601066272,12.89655270164304,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.01282051282051282,114.83116883116882,0.008708437005202444,0.7720400519088432,0.0,0.3507973380208212,0.34612203937732705,0.1991259839357476,0.3660188197727373
j_517688,8,0,95811,m_1192,8,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.012658227848101266,116.06410256410257,0.008615928421517729,0.0,0.0,0.0,0.0,0.0,0.0
j_1407248,3,0,95845,m_2383,3,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.0125,117.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.0
j_1249981,1,0,96274,,1,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,29.7,49.0,80.45,85.0,42.857,31.580000000000002,3.1,0.37749999999999995,m_2012,m_2012,94400.0,2.0,1.0,0.49999999999999994,0.8660254037844387,0.012345679012345678,115.9625,0.008623477417268512,0.0,0.7059879610394612,0.0,0.0,0.0,0.1764969902598653
j_1468047,1159,0,96542,m_1087,1127,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.012195121951219513,119.82716049382717,0.008345353389655882,0.0,0.0,0.0,0.0,0.0,0.0
j_2242093,1263,0,96615,m_1275,1258,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.012048192771084338,121.63414634146342,0.008221375576498897,0.0,0.0,0.0,0.0,0.0,0.0
j_2419577,523,0,96652,m_1386,509,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.49999999999999994,0.8660254037844387,0.011904761904761904,121.04819277108433,0.008261172489300288,0.0,0.0,0.0,0.0,0.0,0.0
