job_name,job_failure,complexity_score,cos_hour,cpu_mem_ratio,critical_path_proxy,cx_dag,cx_parallel,cx_pressure,cx_repetition,cx_resource,dag_complexity,dag_depth,dependency_density,fan_in_max,fan_in_mean,first_start_time,instance_count,local_arrival_density_200,machine_cpu_max,machine_cpu_mean,machine_disk_mean,machine_mem_max,machine_mem_mean,machine_net_in_mean,machine_net_out_mean,machine_pressure,max_instances_per_task,mean_instances_per_task,parallelism_proxy,plan_cpu_max,plan_cpu_mean,plan_cpu_sum,plan_mem_max,plan_mem_mean,plan_mem_sum,prev_arrival_gap_200,prev_failure_rate_200,resource_product_sum,root_task_ratio,seq_no_mean,sin_hour,submit_day,submit_hour,task_count,total_instances,total_seq_no_mean,unique_machines,unique_task_count
j_1886716,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,86568,5,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,5,
j_474225,0,0.17718573080495453,1.0,399.99999200000013,2.772588722239781,0.5850268733783838,0.0034844500608455747,0.0,0.00235434455047531,0.005345663998275103,9.772588722239782,4.0,0.75,3.0,3.0,86816,2,,,,,,,,,,1.0,1.0,0.75,30.0,20.0,40.0,0.05,0.05,0.1,,,2.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,2,3.0
j_2091052,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,86954,167,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,150,
j_82634,0,0.513369292806267,1.0,172.01834803204693,24.849066497880003,0.9999999999401359,0.06774070655923439,0.0,0.3547212456049467,0.9999999999973272,18.54987932996818,5.0,0.03225806451612903,4.0,1.0,87131,452,,,,,,,,,,143.0,15.066666666666666,14.580645161290322,50.0,50.0,1500.0,0.59,0.2906666666666667,8.72,,,436.0,0.3333333333333333,1.0,0.0,1.0,0.0,30.0,452.0,1.0,419,30.0
j_1498970,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,87311,1,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,1,
j_1357251,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,87322,1,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,1,
j_1587058,0,0.17724586952493512,1.0,346.15383816568067,2.772588722239781,0.5850268733783838,0.0034844500608455747,0.0,0.00235434455047531,0.005746588798145736,9.772588722239782,4.0,0.75,3.0,3.0,87344,3,,,,,,,,,,1.0,1.0,0.75,30.0,15.0,45.0,0.05,0.043333333333333335,0.13,,,2.15,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,3,3.0
j_105527,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,87357,88,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,77,
j_1410110,0,0.1518561311995168,1.0,254.23728748922724,1.3862943611198906,0.34557061874361333,0.0034844500608455747,0.0,0.00235434455047531,0.3153941758982311,5.772588722239782,2.0,0.16666666666666666,1.0,0.6666666666666666,87403,3,,,,,,,,,,1.0,1.0,0.75,100.0,100.0,300.0,0.49,0.3933333333333333,1.18,,,118.0,0.3333333333333333,1.0,0.0,1.0,0.0,3.0,3.0,1.0,3,3.0
j_2506138,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,87575,3,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,3,
j_2420514,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,87598,1,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,1,
j_256626,0,0.17724586952493512,1.0,346.15383816568067,2.772588722239781,0.5850268733783838,0.0034844500608455747,0.0,0.00235434455047531,0.005746588798145736,9.772588722239782,4.0,0.75,3.0,3.0,87769,3,,,,,,,,,,1.0,1.0,0.75,30.0,15.0,45.0,0.05,0.043333333333333335,0.13,,,2.15,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,3,3.0
j_2335735,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,88073,8,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,8,
j_186871,0,0.18140617806841788,1.0,,,0.0,0.0,0.7256247122736715,0.0,0.0,,,,,,88128,3,,51.0,27.2,2.4,92.0,86.8,37.662,28.625999999999998,0.38800000000000007,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,3,
j_231055,0,0.25763978486263933,1.0,121.35922300640964,9.996613530525611,0.6642411479511279,0.05652552320927265,0.0,0.057289050728232545,0.2753016959111678,11.095824562432226,3.0,0.09999999999999999,2.0,0.6,88133,73,,,,,,,,,,27.0,14.6,12.166666666666666,50.0,50.0,250.0,0.49,0.41200000000000003,2.06,,,103.0,0.6,1.0,0.0,1.0,0.0,5.0,73.0,1.0,70,5.0
j_538847,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,88216,5,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,5,
j_1120527,0,0.12875152639428,1.0,249.99999875,1.3862943611198906,0.3722871782654145,0.003716746731568613,0.0,0.0031391260673004134,0.10691327996550205,6.218875824868201,2.0,0.15,1.0,0.75,88256,4,,,,,,,,,,1.0,1.0,0.8,50.0,50.0,200.0,0.2,0.2,0.8,,,40.0,0.25,1.0,0.0,1.0,0.0,4.0,4.0,1.0,4,4.0
j_766592,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,88275,57,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,53,
j_519559,0,0.2065341508795252,1.0,168.06722632582444,9.273127360074948,0.588362799227468,0.022300480389411678,0.0,0.01883475640380248,0.15903350394868432,9.8283137373023,3.0,0.15,2.0,0.75,88442,24,,,,,,,,,,21.0,6.0,4.8,50.0,50.0,200.0,0.59,0.2975,1.19,,,59.5,0.5,1.0,0.0,1.0,0.0,4.0,24.0,1.0,23,4.0
j_591305,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,88468,10,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,1.0,10,
j_212306,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,88523,1,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,0.0,1.0,0.0,,,1.0,1,
j_181726,0,0.18187371976447048,1.0,,,0.0,0.0,0.7274948790578819,0.0,0.0,,,,,,88676,2,0.010230179028132993,55.0,33.4,4.2,82.0,79.1,29.955000000000002,21.015,0.389,,,,,,,,,,97.75,0.0,,,1.0,0.0,1.0,0.0,,,1.0,2,
j_1501569,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,88808,1,0.009962049335863378,,,,,,,,,,,,,,,,,,100.38095238095238,0.0,,,1.0,0.0,1.0,0.0,,,1.0,1,
j_1128241,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,88819,384,0.009821428571428571,,,,,,,,,,,,,,,,,,101.81818181818181,0.0,,,1.0,0.0,1.0,0.0,,,1.0,357,
j_698867,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,88928,15,0.010217681030653044,,,,,,,,,,,,,,,,,,97.8695652173913,0.0,,,1.0,0.0,1.0,0.0,,,1.0,10,
j_1757734,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,89216,3,0.01016949152542373,,,,,,,,,,,,,,,,,,98.33333333333333,0.0,,,1.0,0.0,1.0,0.0,,,1.0,3,
j_454499,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,89257,17,0.00944108761329305,,,,,,,,,,,,,,,,,,105.92,0.0,,,1.0,0.0,1.0,0.0,,,1.0,17,
j_760527,0,0.4023497802337159,1.0,230.12552195339717,23.621447392218283,0.9306684983387954,0.16570495844910063,0.0,0.3358864892011442,0.3194034238969374,15.546363568716018,4.0,0.07575757575757576,3.0,0.9090909090909091,89342,428,0.009669021941242098,,,,,,,,,366.0,38.90909090909091,35.666666666666664,50.0,50.0,550.0,0.39,0.21727272727272728,2.39,103.42307692307692,0.0,119.5,0.36363636363636365,1.0,0.0,1.0,0.0,11.0,428.0,1.0,373,11.0
j_817330,0,0.20252347800679468,1.0,,,0.0,0.0,0.8100939120271787,0.0,0.0,,,,,,89497,3,0.00973323720259553,46.0,31.1,7.2,95.0,91.65,40.215999999999994,31.2765,0.4331666666666667,,,,,,,,,,102.74074074074075,0.0,,,1.0,0.0,1.0,0.0,,,1.0,3,
j_1299251,0,0.07216084929167219,1.0,999.99999,1.9459101490553132,0.2178487596377198,0.013937800243382299,0.0,0.00470868910095062,0.026728319991375513,3.6390573296152584,1.0,0.0,0.0,0.0,89506,6,0.009559576647319904,,,,,,,,,6.0,6.0,3.0,100.0,100.0,100.0,0.1,0.1,0.1,104.60714285714286,0.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,6,1.0
j_454366,0,0.2948894972728327,1.0,221.23893756363069,10.579081573848484,0.6419573811926851,0.03871611178717305,0.0,0.03923907584125517,0.6040600318050866,10.72358510195238,3.0,0.13333333333333333,2.0,0.8,89653,50,0.009870660313138189,,,,,,,,,33.0,10.0,8.333333333333334,100.0,100.0,500.0,0.59,0.45199999999999996,2.26,101.3103448275862,0.0,226.0,0.4,1.0,0.0,1.0,0.0,5.0,50.0,1.0,19,5.0
j_1288107,0,0.1796139349002161,1.0,,,0.0,0.0,0.7184557396008644,0.0,0.0,,,,,,89692,136,0.009724473257698542,36.0,23.85,3.05,97.0,88.35,33.930499999999995,25.012,0.3841666666666666,,,,,,,,,,102.83333333333333,0.0,,,1.0,0.0,1.0,0.0,,,1.0,131,
j_2371423,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,89738,3,0.009923175416133162,,,,,,,,,,,,,,,,,,100.7741935483871,0.0,,,1.0,0.0,1.0,0.0,,,1.0,3,
j_744748,0,0.41132094498374927,1.0,276.4976950880248,8.958797346140274,0.8619325285318724,0.005718071894720943,0.0,0.012556504269201654,0.9999999999973272,14.398162701517753,5.0,0.07051282051282051,4.0,0.9166666666666666,89763,16,0.010094637223974764,,,,,,,,,5.0,1.3333333333333333,1.2307692307692308,100.0,100.0,1200.0,0.49,0.36166666666666664,4.34,99.0625,0.0,434.0,0.4166666666666667,1.0,0.0,1.0,0.0,12.0,16.0,1.0,15,12.0
j_1243638,0,0.12931950506896248,1.0,227.27272675619832,1.3862943611198906,0.3111269829461773,0.0030972889429738437,0.0,0.0015695630336502067,0.23520921592410454,5.19722457733622,2.0,0.16666666666666666,1.0,0.5,89871,2,0.010328638497652583,,,,,,,,,1.0,1.0,0.6666666666666666,100.0,100.0,200.0,0.49,0.44,0.88,96.81818181818181,0.0,88.0,0.5,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2,2.0
j_719471,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,89979,531,0.010293672419013019,,,,,,,,,,,,,,,,,,97.1470588235294,0.0,,,1.0,0.0,1.0,0.0,,,1.0,272,
j_1481593,0,0.12170193387142045,1.0,289.85507162360847,1.3862943611198906,0.3111269829461773,0.0030972889429738437,0.0,0.0015695630336502067,0.18442540794049106,5.19722457733622,2.0,0.16666666666666666,1.0,0.5,89995,2,0.010260920551158018,,,,,,,,,1.0,1.0,0.6666666666666666,100.0,100.0,200.0,0.39,0.345,0.69,97.45714285714286,0.0,69.0,0.5,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2,2.0
j_2224761,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,90049,256,0.01050481470674059,,,,,,,,,,,,,,,,,,95.19444444444444,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,254,
j_950750,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,90315,1,0.010629129560471129,,,,,,,,,,,,,,,,,,94.08108108108108,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,1,
j_499568,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,90672,29,0.010141446490525754,,,,,,,,,,,,,,,,,,98.60526315789474,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,24,
j_522658,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,90704,1,0.009502923976608188,,,,,,,,,,,,,,,,,,105.23076923076923,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,1,
j_1741743,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,90902,1,0.00967117988394584,,,,,,,,,,,,,,,,,,103.4,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,1,
j_997634,0,0.04933601749440592,0.9659258262890683,166.6666661111111,0.6931471805599453,0.14285327754246036,0.002322966707230383,0.0,0.0007847815168251034,0.04009247998706327,2.386294361119891,1.0,0.0,0.0,0.0,90936,1,0.009460083064143978,,,,,,,,,1.0,1.0,0.5,50.0,50.0,50.0,0.3,0.3,0.3,105.70731707317073,0.0,15.0,1.0,1.0,0.25881904510252074,1.0,1.0,1.0,1.0,1.0,1,1.0
j_1833067,0,0.21187431192784714,0.9659258262890683,,,0.0,0.0,0.8474972477113886,0.0,0.0,,,,,,90953,2,0.009615384615384616,61.0,39.15,3.8,97.0,93.0,39.599000000000004,32.831,0.45316666666666666,,,,,,,,,,104.0,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,2,
j_1986850,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,90998,7,0.009806157354618015,,,,,,,,,,,,,,,,,,101.97674418604652,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,7,
j_2374925,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,91058,83,0.009932279909706545,,,,,,,,,,,,,,,,,,100.68181818181819,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,74,
j_2259158,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,91251,3,0.01002227171492205,,,,,,,,,,,,,,,,,,99.77777777777777,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,3,
j_936728,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,91579,3,0.009822763185991885,,,,,,,,,,,,,,,,,,101.80434782608695,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,3,
j_2341085,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,91778,3,0.009379365396128516,,,,,,,,,,,,,,,,,,106.61702127659575,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,3,
j_2276538,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,91991,1,0.009213051823416507,,,,,,,,,,,,,,,,,,108.54166666666667,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,1,
j_1913812,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,92313,15,0.00903558915729301,,,,,,,,,,,,,,,,,,110.6734693877551,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,15,
j_1785584,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,92641,1,0.008703220191470844,,,,,,,,,,,,,,,,,,114.9,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,1,
j_226824,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,92673,3,0.008397826444920138,,,,,,,,,,,,,,,,,,119.07843137254902,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,3,
j_2296210,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,92950,4,0.008517608517608518,,,,,,,,,,,,,,,,,,117.40384615384616,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,4,
j_219730,0,0.047331393495052755,0.9659258262890683,249.99999875,0.6931471805599453,0.14285327754246036,0.002322966707230383,0.0,0.0007847815168251034,0.026728319991375513,2.386294361119891,1.0,0.0,0.0,0.0,93052,1,0.008304606706361642,,,,,,,,,1.0,1.0,0.5,50.0,50.0,50.0,0.2,0.2,0.2,120.41509433962264,0.0,10.0,1.0,1.0,0.25881904510252074,1.0,1.0,1.0,1.0,1.0,1,1.0
j_2509118,1,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,93118,33,0.008328192473781616,,,,,,,,,,,,,,,,,,120.07407407407408,0.0,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,33,
j_778386,0,0.0,0.9659258262890683,,,0.0,0.0,0.0,0.0,0.0,,,,,,93280,4,0.008396946564885497,,,,,,,,,,,,,,,,,,119.0909090909091,0.017857142857142856,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,4,
j_150174,0,0.0860752834670992,0.9659258262890683,999.99999,2.5649493574615367,0.2549069622169766,0.027875600486764598,0.0,0.00941737820190124,0.026728319991375513,4.258096538021482,1.0,0.0,0.0,0.0,93295,12,0.00834326579261025,,,,,,,,,12.0,12.0,6.0,100.0,100.0,100.0,0.1,0.1,0.1,119.85714285714286,0.017543859649122806,10.0,1.0,1.0,0.25881904510252074,1.0,1.0,1.0,12.0,1.0,10,1.0
j_2245210,0,0.2074326658153472,0.9659258262890683,,,0.0,0.0,0.8297306632613888,0.0,0.0,,,,,,93302,155,0.008473316485803479,47.0,34.25,5.6,97.0,93.25,37.531000000000006,29.502499999999998,0.44366666666666665,,,,,,,,,,118.01754385964912,0.017241379310344827,,,1.0,0.25881904510252074,1.0,1.0,,,1.0,142,
j_72934,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,93663,4,0.008613008613008613,,,,,,,,,,,,,,,,,,116.10344827586206,0.01694915254237288,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,3,
j_434936,0,0.16355208206145133,0.8660254037844387,199.99999600000007,2.772588722239781,0.5435322664364999,0.0011614833536151914,0.0,0.0007847815168251034,0.0013364159995687757,9.079441541679836,4.0,0.75,3.0,3.0,93756,1,0.008315715292459478,,,,,,,,,1.0,1.0,0.25,10.0,10.0,10.0,0.05,0.05,0.05,120.2542372881356,0.016666666666666666,0.5,0.0,1.0,0.49999999999999994,1.0,2.0,3.0,1.0,1.0,1,3.0
j_431792,0,0.44626977786157407,0.8660254037844387,141.64305908882983,32.19585609013111,0.9999999999401359,0.1761231121663763,0.0,0.32725389251606807,0.4717548478477778,19.433376705323127,6.0,0.08181818181818182,5.0,0.9,93914,417,0.008347245409015025,,,,,,,,,213.0,41.7,37.90909090909091,50.0,50.0,500.0,0.49,0.35300000000000004,3.5300000000000002,119.8,0.01639344262295082,176.5,0.5,1.0,0.49999999999999994,1.0,2.0,10.0,417.0,1.0,383,10.0
j_1747748,0,0.10757317794562164,0.8660254037844387,249.99999875,2.1972245773362196,0.32834880084489526,0.004645933414460766,0.0,0.00235434455047531,0.05345663998275103,5.484906649788,2.0,0.16666666666666666,1.0,0.5,94288,3,0.008303838823849713,,,,,,,,,2.0,1.5,1.0,50.0,50.0,100.0,0.2,0.2,0.4,120.42622950819673,0.016129032258064516,20.0,0.5,1.0,0.49999999999999994,1.0,2.0,2.0,3.0,1.0,3,2.0
j_253982,0,0.047331393495052755,0.8660254037844387,999.99999,0.6931471805599453,0.14285327754246036,0.002322966707230383,0.0,0.0007847815168251034,0.026728319991375513,2.386294361119891,1.0,0.0,0.0,0.0,94329,1,0.008031088082901554,,,,,,,,,1.0,1.0,0.5,100.0,100.0,100.0,0.1,0.1,0.1,124.51612903225806,0.015873015873015872,10.0,1.0,1.0,0.49999999999999994,1.0,2.0,1.0,1.0,1.0,1,1.0
j_2054823,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,94346,4,0.008117510630073444,,,,,,,,,,,,,,,,,,123.19047619047619,0.015625,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,4,
j_1055665,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,94510,25,0.008228336333247621,,,,,,,,,,,,,,,,,,121.53125,0.015384615384615385,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,24,
j_2459702,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,94513,25,0.008184336439184085,,,,,,,,,,,,,,,,,,122.18461538461538,0.015151515151515152,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,23,
j_2083190,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,94546,2,0.008307111390811832,,,,,,,,,,,,,,,,,,120.37878787878788,0.014925373134328358,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,2,
j_2080746,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,94582,4,0.008398094760591626,,,,,,,,,,,,,,,,,,119.07462686567165,0.014705882352941176,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,3,
j_200738,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,94800,252,0.008485150985774894,,,,,,,,,,,,,,,,,,117.8529411764706,0.014492753623188406,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,237,
j_604051,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,94800,3,0.008381924198250729,,,,,,,,,,,,,,,,,,119.30434782608695,0.014285714285714285,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,3,
j_2175403,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,94809,20,0.008503401360544218,,,,,,,,,,,,,,,,,,117.6,0.014084507042253521,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,17,
j_1862814,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,94837,1374,0.008615459288921247,,,,,,,,,,,,,,,,,,116.07042253521126,0.013888888888888888,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,1057,
j_1256661,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,94863,2,0.008707219736364735,,,,,,,,,,,,,,,,,,114.84722222222223,0.0136986301369863,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,2,
j_2498934,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,95086,1,0.008800482218203738,,,,,,,,,,,,,,,,,,113.63013698630137,0.013513513513513514,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,1,
j_542839,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,95209,17,0.008687485325193707,,,,,,,,,,,,,,,,,,115.10810810810811,0.013333333333333334,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,15,
j_1034349,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,95346,50,0.008679550977896076,,,,,,,,,,,,,,,,,,115.21333333333334,0.013157894736842105,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,47,
j_2045506,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,95410,331,0.008658008658008658,,,,,,,,,,,,,,,,,,115.5,0.012987012987012988,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,322,
j_1093312,0,0.3660188197727373,0.8660254037844387,167.78523433629115,16.30116601066272,0.7720400519088432,0.34612203937732705,0.0,0.3507973380208212,0.1991259839357476,12.89655270164304,3.0,0.19999999999999998,2.0,1.2,95621,447,0.008708437005202444,,,,,,,,,228.0,89.4,74.5,50.0,50.0,250.0,0.59,0.298,1.49,114.83116883116882,0.01282051282051282,74.5,0.4,1.0,0.49999999999999994,1.0,2.0,5.0,447.0,1.0,433,5.0
j_517688,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,95811,8,0.008615928421517729,,,,,,,,,,,,,,,,,,116.06410256410257,0.012658227848101266,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,8,
j_1407248,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,95845,3,0.008547008547008548,,,,,,,,,,,,,,,,,,117.0,0.0125,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,3,
j_1249981,0,0.1764969902598653,0.8660254037844387,,,0.0,0.0,0.7059879610394612,0.0,0.0,,,,,,96274,1,0.008623477417268512,49.0,29.7,3.1,85.0,80.45,42.857,31.580000000000002,0.37749999999999995,,,,,,,,,,115.9625,0.012345679012345678,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,1,
j_1468047,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,96542,1159,0.008345353389655882,,,,,,,,,,,,,,,,,,119.82716049382717,0.012195121951219513,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,1127,
j_2242093,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,96615,1263,0.008221375576498897,,,,,,,,,,,,,,,,,,121.63414634146342,0.012048192771084338,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,1258,
j_2419577,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,96652,523,0.008261172489300288,,,,,,,,,,,,,,,,,,121.04819277108433,0.011904761904761904,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,509,
j_492323,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,96831,1,0.008330027766759222,,,,,,,,,,,,,,,,,,120.04761904761905,0.011764705882352941,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,1,
j_1757714,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,96999,3,0.008282178700185132,,,,,,,,,,,,,,,,,,120.74117647058823,0.011627906976744186,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,3,
j_754874,0,0.0,0.8660254037844387,,,0.0,0.0,0.0,0.0,0.0,,,,,,97192,2,0.008244655354232576,,,,,,,,,,,,,,,,,,121.29069767441861,0.011494252873563218,,,1.0,0.49999999999999994,1.0,2.0,,,1.0,2,
j_2398606,0,0.0,0.7071067811865476,,,0.0,0.0,0.0,0.0,0.0,,,,,,97215,2,0.008189006024096387,,,,,,,,,,,,,,,,,,122.11494252873563,0.011363636363636364,,,1.0,0.7071067811865476,1.0,3.0,,,1.0,2,
j_2436290,0,0.0,0.7071067811865476,,,0.0,0.0,0.0,0.0,0.0,,,,,,97233,8,0.008265239034469804,,,,,,,,,,,,,,,,,,120.98863636363636,0.011235955056179775,,,1.0,0.7071067811865476,1.0,3.0,,,1.0,8,
j_989338,0,0.0,0.7071067811865476,,,0.0,0.0,0.0,0.0,0.0,,,,,,97317,3,0.008345053914674168,,,,,,,,,,,,,,,,,,119.8314606741573,0.011111111111111112,,,1.0,0.7071067811865476,1.0,3.0,,,1.0,3,
j_2432015,0,0.0,0.7071067811865476,,,0.0,0.0,0.0,0.0,0.0,,,,,,97331,6,0.008372871895060006,,,,,,,,,,,,,,,,,,119.43333333333334,0.01098901098901099,,,1.0,0.7071067811865476,1.0,3.0,,,1.0,6,
j_1104690,0,0.047331393495052755,0.7071067811865476,999.99999,0.6931471805599453,0.14285327754246036,0.002322966707230383,0.0,0.0007847815168251034,0.026728319991375513,2.386294361119891,1.0,0.0,0.0,0.0,97380,1,0.008454891758803307,,,,,,,,,1.0,1.0,0.5,100.0,100.0,100.0,0.1,0.1,0.1,118.27472527472527,0.010869565217391304,10.0,1.0,1.0,0.7071067811865476,1.0,3.0,1.0,1.0,1.0,1,1.0
