feature,importance
instance_count,0.12891264982867143
unique_machines,0.127766951874962
first_start_time,0.10525422272823841
local_arrival_density_200,0.07079524041540537
prev_arrival_gap_200,0.07073309424179385
prev_failure_rate_200,0.06918765844820733
submit_hour,0.06542386597909211
sin_hour,0.06186057755669372
cos_hour,0.03901758882448726
submit_day,0.03835122128855012
total_seq_no_mean,0.021517342866012347
seq_no_mean,0.017551728862366226
dag_complexity,0.013400793176567238
critical_path_proxy,0.013239161337465053
fan_in_mean,0.01029833811294878
cpu_mem_ratio,0.009113280411095432
root_task_ratio,0.008659352713550124
complexity_score,0.007746550449437403
plan_mem_sum,0.007491232569416776
cx_parallel,0.007315569849984347
total_instances,0.006332085039274508
dependency_density,0.006130013729768566
mean_instances_per_task,0.005968942781332012
cx_resource,0.00588619946385896
plan_cpu_sum,0.005883624733617329
parallelism_proxy,0.005870827727593656
resource_product_sum,0.005663541798601846
cx_dag,0.005483921338934858
plan_mem_mean,0.00521052264534615
dag_depth,0.004890289546544688
max_instances_per_task,0.004714110414761512
cx_repetition,0.004302187705106418
fan_in_max,0.0036522284586098467
machine_net_out_mean,0.00346412199144775
machine_net_in_mean,0.0031641130960700205
task_count,0.0030071368568465808
machine_cpu_mean,0.002999245443226721
machine_disk_mean,0.0029631434076751303
machine_mem_mean,0.002817956845424796
machine_pressure,0.0027978632480342826
plan_mem_max,0.0025008989469739924
machine_cpu_max,0.0024400380129701985
unique_task_count,0.002308404985663794
plan_cpu_mean,0.002225333162358793
cx_pressure,0.0021507337803710284
machine_mem_max,0.002061966378455752
plan_cpu_max,0.001474126926185421
